labels,probs
0,0.17939354039232033
1,0.9202038358216582
0,0.3242442093141044
1,0.30589853275621304
1,0.5309264099122987
0,0.33335829965845337
0,0.4177906317150222
1,0.9086046016788605
0,0.250674736637666
1,0.5906069197730468
0,0.4127666125776024
1,0.7468278281608395
1,0.33969601818292305
1,0.8145127625794806
0,0.37624353534357696
0,0.22138580118470153
1,0.6907289860477062
0,0.11868442048310116
1,0.5591097180871852
1,0.442310992588678
0,0.8939119792156582
1,0.14157962713002628
0,0.01975721911203428
0,0.37340318623911173
0,0.3490328287228744
1,0.7962514786320075
1,0.855111347440862
0,0.14255619938197295
0,0.13851704056558142
0,0.08004029776171556
1,0.7491346780037222
0,0.8093183904854319
0,0.1200077399092415
0,0.27641295837844015
0,0.2475120273469592
1,0.7675509847410026
0,0.3678390229630413
1,0.6806247525337163
0,0.44956382859693034
1,0.8471349029617428
0,0.16565143547904457
1,0.40209876354154594
1,0.6596488797112199
0,0.6639292857793744
0,0.4584414216449609
1,0.3762317462053924
0,0.24111092293207878
0,0.25270749294662587
0,0.04964847507336901
0,0.7794009036981229
1,0.3291586718921091
1,0.793483998421077
1,0.9734116802340483
0,0.08356466156835277
1,0.5098288133076387
1,0.8102270306157986
1,0.91236961657634
0,0.6899279373252045
0,0.9448558913962904
1,0.9446803133563219
0,0.5524850271046302
1,0.8408250410587218
1,0.9480173452071429
0,0.01375429248777607
0,0.05263811928710358
0,0.6102114172202353
1,0.9771812078221627
0,0.0993089195002614
0,0.015104858033424751
1,0.8389681200992147
1,0.9436024378510597
0,0.6253243796996827
1,0.6960767530980603
1,0.5572482143144869
1,0.7099612155710076
1,0.7056226392228467
1,0.733917249914082
1,0.40145670520666754
1,0.530563840415838
0,0.5948896027413648
0,0.08233439212502948
0,0.48193415054500316
1,0.918756628553282
0,0.6320448053619151
0,0.24556421388972746
1,0.25821274113373743
1,0.38880624688902576
0,0.4755998925675148
0,0.18999884514138687
0,0.11811627592658328
1,0.6933936535897788
1,0.5016188433241617
0,0.3178896980168763
1,0.7884956282703536
0,0.18482276345173784
1,0.8891584700320764
0,0.031571044959304934
1,0.44388426380373086
0,0.3626765699823379
0,0.15598384544486804
0,0.35574949726570065
0,0.0743616204773873
1,0.2367602498025884
0,0.0900624470068973
1,0.06986844053438344
0,0.05016549392211172
0,0.8131190409927751
1,0.5609892100535713
0,0.23830830251410365
0,0.4514845977936547
0,0.45220723794515444
1,0.944338725946673
0,0.1850326586528907
0,0.17106411938056637
0,0.1647002502468814
1,0.8630074288170108
0,0.2555312126113093
1,0.8686367585542057
0,0.3500434905734921
0,0.1413113281074479
1,0.48811824863950776
1,0.20174414751509248
0,0.22948194603928404
0,0.14492232019922313
1,0.6293952410367407
0,0.303002677168977
1,0.39946070615135554
0,0.20768380760513125
0,0.47642738588708883
0,0.3141565277854876
0,0.6340208901845603
1,0.019767961143946994
1,0.6102783336757158
0,0.033880716113043836
0,0.46899874953165355
1,0.6181167421832576
0,0.11584829075661861
1,0.8855114902941259
1,0.16322288044228697
1,0.2110964679047463
0,0.38617771472040213
1,0.9091748005129704
1,0.8869230387951345
1,0.9337384482938406
0,0.7161716203598132
1,0.735789028836341
0,0.9519900797958027
1,0.6989888332677466
0,0.12903556336196487
1,0.8231477408319119
1,0.6322963787980674
1,0.8159642580748911
1,0.7062318905120752
0,0.3507942216809976
0,0.3256410173146708
0,0.2717963270962085
1,0.6887831486004669
1,0.8946620951553503
1,0.5799896664730355
1,0.2479980956513444
1,0.8598779246750485
0,0.9351987916722421
1,0.8055730790580351
0,0.19173521500873017
1,0.9698054268559412
1,0.8422797342081877
0,0.7476708935360206
0,0.4470069045033867
0,0.02490036892940713
0,0.4977242666045988
0,0.1730407035041148
0,0.5273025972712263
0,0.46455845783463706
0,0.34173775656673344
0,0.8638235658162199
1,0.7454622502993409
1,0.2093402731637837
0,0.03720722184326441
0,0.07279829120026624
0,0.07566990932972222
0,0.14163614360794433
1,0.27790429079182105
1,0.5614164024106016
0,0.38058050470450194
0,0.2477566903538466
1,0.733070756115022
1,0.49177147155571516
0,0.29061525877873784
1,0.7005217979989793
1,0.9283352866811944
1,0.4711646644920152
0,0.7166202838789075
0,0.09435135915601987
0,0.35332590842944145
1,0.6525666012929137
1,0.6080409359939711
0,0.5433020852912859
1,0.6609501957769062
0,0.4066018664775556
0,0.6184509595661312
1,0.6802702957705332
1,0.6040168273516012
1,0.49031555054624326
1,0.8674049323651417
1,0.9649817384295741
0,0.7492019504319454
0,0.27983266178931504
0,0.03059199569666638
1,0.6217753889430828
1,0.8615652130753513
1,0.6449464149720597
0,0.5938066636691823
1,0.7933404289657262
1,0.6885703621040056
1,0.3591341745728717
0,0.28930883963570925
1,0.8791341850304306
1,0.6572351794754906
0,0.09844916514020834
0,0.16895123684365995
1,0.8380005015932253
1,0.8625594350403953
1,0.7348759744995172
1,0.6155508198865808
1,0.913961602887094
0,0.16763766443719547
0,0.18623596456205038
0,0.7773314912038298
1,0.7603885167430291
1,0.27208847349327836
0,0.5204945758995048
0,0.449639341527753
0,0.5757549687032208
0,0.019453033219580525
1,0.6791379562797467
0,0.09586085913577498
1,0.600604752408277
0,0.534682302940438
1,0.41895500327278284
1,0.6024997503555427
0,0.32688061968625437
0,0.5391013853928502
0,0.43066160644025686
0,0.5818192389278506
1,0.7933354882476576
0,0.7473551784786999
1,0.5722888024218145
1,0.6949145441852083
0,0.0671631829560311
1,0.655032106342256
0,0.3931064518862713
1,0.5567540529584533
0,0.2709688500547692
1,0.9197366634884642
1,0.8899859909048685
0,0.06416647803497305
0,0.3771845878903056
1,0.5450460008959667
1,0.5275752009179524
1,0.9601237248184018
0,0.5184287694633889
0,0.821806535545445
0,0.04375595620096112
1,0.8951427111359046
1,0.9165266340854091
0,0.7266587190124523
1,0.5200468034251722
1,0.5814617383093631
0,0.2262471043927694
1,0.6245858305085813
0,0.14629062813406252
0,0.8497798053949687
0,0.3214858945722357
1,0.6423956641158182
1,0.43211941669300935
0,0.22819027595363392
0,0.05506709223056219
1,0.5336968700024839
1,0.825904793710258
1,0.8263855844706524
1,0.7096172936054693
0,0.35734725990625116
1,0.6200122476368832
1,0.7271103561338954
0,0.8620353013438833
1,0.4292527370316159
1,0.8621462465681227
1,0.3307919499952092
0,0.5624259697380402
0,0.4358567937997678
0,0.18497219080691113
1,0.8611832570288068
1,0.35120758924271767
0,0.046124849557679024
1,0.4208704745419398
0,0.01982997974321622
1,0.674078957200836
1,0.6761510772942895
0,0.21408732157174964
0,0.22668355066528
0,0.2964271823277856
1,0.8448067934830732
1,0.517727648509456
1,0.1788538380020828
0,0.9015072612054823
0,0.16944225470212054
1,0.5258521824660864
0,0.7921841586864119
1,0.9310740786922198
1,0.42885027632411854
0,0.16455337464111358
0,0.032247918730526993
1,0.9949553573202868
1,0.8970932059751263
1,0.7936683568468779
1,0.4751164525469638
0,0.09602195243864754
1,0.5871683533747336
0,0.018741615362617682
1,0.9271185143328377
0,0.19266795699780773
0,0.3401180872332249
1,0.2202346776053488
0,0.5420823252285231
0,0.3523608706169824
1,0.7684758189272274
0,0.049485467625125436
1,0.8714287475042719
1,0.5851375044396186
1,0.3616305479879678
1,0.4417340632449458
0,0.08605771349735808
1,0.2853812601890045
0,0.3698458965314973
0,0.25226014418697046
1,0.5117408791068531
0,0.18262769563134867
1,0.5426265961751714
0,0.5929525972713542
0,0.2304700176000358
1,0.8081585543777947
0,0.9268297051519554
1,0.8207142313626433
0,0.4763294880609292
0,0.5896238070701577
1,0.802245955106926
1,0.46631505264443224
1,0.9366458045798413
1,0.5984396697085415
0,0.3130529046112103
1,0.7497428308521836
0,0.06815739739776105
1,0.8373024283288877
1,0.6115851344294598
0,0.25267276788803794
0,0.146901163590895
0,0.8968322967491894
1,0.8689348824767026
1,0.6974379752095821
1,0.7864545815966116
1,0.9117977529467053
0,0.7536195453319924
1,0.9774402448615114
0,0.668377387827574
1,0.5373062389068948
0,0.35598689042634557
0,0.2277950756518346
1,0.6570018580440027
1,0.8078973922298516
1,0.2970774998072917
1,0.7349129530084654
0,0.01445123543432719
0,0.7643965660336495
1,0.958899448056643
1,0.779529125722865
0,0.39083125455300116
1,0.8134157695755997
1,0.809686950428833
0,0.1515010974414166
0,0.1606372518682638
1,0.9003434829845661
0,0.5816968779985886
0,0.09980374018646955
1,0.9466545197767934
0,0.031211174047772558
0,0.027022262158755972
1,0.7814359599530031
1,0.6819633523602716
1,0.4771163073876855
0,0.22532515431847475
1,0.33341594309431855
1,0.878018783394014
1,0.6635415263125569
0,0.13029133290241038
1,0.8089100382132364
0,0.6338594164007985
0,0.3315779317665585
0,0.15775383832950202
0,0.17707347823276456
0,0.39059781482580863
1,0.9663790161135528
0,0.052922094744117555
0,0.24431729520373088
1,0.8660324306321677
0,0.9767472638575939
1,0.6153484675880996
0,0.6970392844638661
1,0.7026294661723047
1,0.17169662940770727
1,0.6257766822200984
0,0.33728335342947435
1,0.6279803303775283
1,0.7344217695641477
0,0.3439728822005612
1,0.521759859085548
0,0.44614992703157136
1,0.5458513515616596
0,0.23801086907927604
1,0.779050659969788
0,0.08991846197863368
0,0.02981928290749627
0,0.17523537214455348
1,0.7779443208386649
0,0.23841216240729732
1,0.8568585110007767
1,0.8766589383035468
0,0.035257673687242315
0,0.07289975227216917
1,0.3955143097303307
1,0.5112521902789322
1,0.5448301143558489
0,0.8167206351003893
1,0.6135459193411682
0,0.6053304021551004
1,0.5072860264601822
0,0.016620248228436985
0,0.7908762601887337
1,0.8103891870026338
1,0.8267066634620263
1,0.7203288413529061
1,0.17310832021562284
0,0.7210089179253144
1,0.8981375224701471
0,0.1885551236749359
0,0.05581721331978473
0,0.1712902337439869
1,0.62283425283428
0,0.06215538921605905
0,0.2749361370017097
1,0.32231381850177726
0,0.24874377555223767
0,0.0781090524604538
1,0.025082976944642718
1,0.9184301612515169
1,0.9341590001657716
1,0.43466761908056195
0,0.022649025825565022
0,0.05531840416750543
1,0.126541152929201
1,0.48966601920213454
0,0.1924579325163209
0,0.1541993008627858
0,0.8462233803291841
0,0.21615949716375363
1,0.48106412120976977
1,0.5265429231470938
0,0.07016005237643128
0,0.07604546475882583
1,0.8354784015693238
0,0.004461255705924895
1,0.6228739456133008
1,0.5499155618342676
0,0.14243001114182152
0,0.7505608015767444
0,0.40380277137546366
0,0.37772233879451894
1,0.5736044284857595
0,0.2024088445129413
1,0.9122198880454611
1,0.30431770173476536
1,0.9337276529803503
1,0.6074646966268351
1,0.8544707782343121
1,0.1176549999287417
1,0.4206377201805033
0,0.24091275958972835
1,0.8714811254677743
1,0.8789018095487542
1,0.64221094783682
1,0.3752921765271202
0,0.18896161241101608
0,0.7078666209571935
0,0.7139490223843503
1,0.8376274086379542
1,0.7186655410576521
0,0.1320818892776297
0,0.6720215379888373
0,0.04622852474793107
0,0.10601099675046835
1,0.6936877384818639
1,0.2147765582969176
1,0.9544530197188389
1,0.7116756122180766
0,0.6583918096966294
1,0.9158275370767665
0,0.3102267244871958
0,0.5431913955607085
0,0.05816390569321047
0,0.19085094870954553
1,0.6778016122406749
0,0.41423236551972625
0,0.4451420306426424
0,0.9488143889468585
1,0.9402689728928979
0,0.026355967823979726
0,0.4239870040536471
0,0.05375901717812645
1,0.9005371954895512
0,0.023209764308756525
0,0.3267926649173635
0,0.09597054078002101
1,0.9857123717454807
1,0.5292623741191005
0,0.6446066540606117
0,0.16198698900099742
1,0.47148931674044353
0,0.5239449311685997
1,0.17836081900556108
0,0.3305912292249533
1,0.8337135814471416
0,0.36305626418208575
1,0.7440134156502042
0,0.8945114372340283
0,0.5154562526815667
0,0.5406614629171644
0,0.018634646858692514
1,0.6408554707267196
1,0.15205853316758294
0,0.23037034127550557
0,0.22594867661616896
0,0.14599003088663975
1,0.7648706635181927
1,0.18986371553336165
0,0.18773563067718854
1,0.7064490313428844
1,0.7626118994675798
1,0.3042090995439329
1,0.8850655928563194
0,0.06481209974276678
0,0.09623241841453307
0,0.274831512322012
0,0.4197804095190898
1,0.6303476225888893
1,0.66149707380032
1,0.5204880326021231
0,0.0661390414164898
1,0.9221128623936332
1,0.14355664374370944
1,0.543805280731523
1,0.6973287407418198
0,0.06636055702386547
1,0.8863541452519657
0,0.878805035663996
1,0.4899894182780899
0,0.20358679044950725
0,0.009865132346887469
1,0.7936151422553563
0,0.8444245903670361
0,0.4195642304339055
1,0.14370086563875645
1,0.4813186502059323
1,0.2738877206963175
0,0.8589239579428932
0,0.03962773588540252
0,0.4820171259617475
1,0.552545937324576
1,0.5258579167811698
0,0.4472556198885196
0,0.17941571784044277
1,0.5503274926699883
1,0.8044605511124396
1,0.6668487387944457
0,0.4511852256087088
1,0.7112984104199295
1,0.13945006123735942
1,0.9553394332196227
1,0.9393648771230733
0,0.11907435653560643
0,0.4530565680412598
1,0.7758980658425461
0,0.06308082379447634
1,0.965862182698973
0,0.35912725978504706
1,0.47445081855777227
1,0.17853614750909916
0,0.05584271196378011
0,0.10969300241833466
1,0.36733124172712384
1,0.8268216224963066
1,0.8256978645997597
0,0.21560289881862266
0,0.8154383526474556
1,0.9555588339691714
1,0.5196039033759814
1,0.6381077110940204
1,0.6761221440313545
0,0.6681845470541703
1,0.322161033185563
0,0.36447665022065495
0,0.20483948522714804
1,0.9077532237214604
1,0.9170227045517003
0,0.39772228329322723
1,0.5793902688722913
1,0.5867535636978053
0,0.19097204167538234
0,0.0066459175323995215
1,0.8812925346877496
0,0.08495793365304477
0,0.05616368317564881
1,0.7514755955985425
1,0.8957272610311426
1,0.7118073083194822
0,0.5263022994859996
0,0.5997354257149525
0,0.16250400014961905
0,0.3522690572122867
0,0.5153105787977665
0,0.2716334787424953
1,0.33637552737976234
1,0.6031892023679483
0,0.010117665901423298
1,0.46496332591150275
0,0.2626257327770453
0,0.14753843593926552
0,0.5241663713790976
1,0.8357458519707721
1,0.880232886309676
1,0.675263724889906
1,0.8924365492597479
1,0.7771459521415205
1,0.6641280664699469
0,0.08619333112009646
0,0.9407587879170312
1,0.23437593292703232
0,0.5474325469263195
1,0.6578392084960154
1,0.33831629385215695
1,0.722786928552437
1,0.9360945946016281
1,0.459105662920607
0,0.2316886594576568
0,0.029509027233526226
1,0.9221209921440474
1,0.9148969508305291
0,0.369153317558167
1,0.9479735468967156
1,0.9225008741631181
1,0.5969722629693582
0,0.10926019601870632
1,0.8049887634671746
1,0.8404759295133585
1,0.7139825110872494
1,0.7873930727597511
0,0.048674397024194155
0,0.5849208538401311
0,0.6484413308528708
0,0.8631710893572881
1,0.2646708358946667
1,0.539080201563665
0,0.6046920132253217
1,0.5066026187763083
0,0.1146421632346713
1,0.5213811417026789
1,0.9033906991038012
0,0.3581917132263867
0,0.1253216528915864
1,0.44253405862408673
1,0.3613845077885397
0,0.8650937859297276
0,0.026905595313983677
1,0.710254918446143
1,0.406269997813738
0,0.7977351360760517
0,0.5044492653359559
1,0.809931691963555
1,0.820427985519568
1,0.5644279210139161
1,0.8758278111746238
0,0.37814350926750484
0,0.022387566969165724
1,0.8755147584853897
1,0.8580577727711128
1,0.5746902775876266
1,0.9350947153604019
0,0.028571476742806752
0,0.38748937795486826
0,0.436835201537902
1,0.7544735064546233
0,0.43341634346135355
1,0.9117552430422495
1,0.7640322441824857
1,0.6317680237786656
0,0.08225391224640544
0,0.4356384752995066
1,0.501665568015115
0,0.8205987054489584
0,0.1647439241119877
1,0.8997949215933693
0,0.2409696232869677
1,0.5314277280209678
1,0.6004422450387051
0,0.28276470673404847
0,0.677166109899976
0,0.0667196453837165
1,0.5198411888261588
1,0.6847586969003125
0,0.608836392298556
1,0.8769477616496185
1,0.527948705342282
0,0.2149186038104298
1,0.8287888874161604
1,0.709257605356923
1,0.8619980112786104
1,0.6063717583380941
1,0.43846184857815534
0,0.2161659446082063
0,0.08914306795697449
1,0.52989334701877
1,0.3031552391605405
1,0.872168664792272
1,0.8081377885155586
0,0.8210354463053001
0,0.2925476767809935
0,0.3603639558711125
1,0.32577573528630993
1,0.926766665901976
0,0.4075362218371277
1,0.7731620631866754
1,0.9026364862861043
0,0.011589152575078228
1,0.5421649147174714
1,0.43370698115018047
1,0.2600834370447414
0,0.07428929917219054
1,0.6140020905474037
0,0.12138042039278137
0,0.569278512459816
1,0.6142867672634784
1,0.824036933589207
0,0.5910855344689869
0,0.19083784306458956
1,0.3386752941798634
1,0.8091512870483156
0,0.32534232417941916
1,0.8714267695121243
1,0.6695047836722056
1,0.37649098276211823
0,0.36880556840411793
1,0.7603329750980429
1,0.3479848233860282
1,0.3566998817882412
0,0.22832461252817413
1,0.5460284976405283
1,0.7060734789242817
0,0.19273862425507549
0,0.18852021112751266
0,0.026561765443834224
0,0.17225829330041487
0,0.11964451194334827
1,0.46446524895417435
1,0.7295192262342272
1,0.9713796968824743
0,0.08725076928677188
0,0.06781248139428156
0,0.5769125362448803
0,0.8822564388866818
0,0.40117535275839655
1,0.33485596887252234
1,0.8085515296556566
1,0.7747980787945837
0,0.7370446708102696
1,0.280169265471063
0,0.020191618006098862
0,0.06132550535674086
1,0.7012410870533481
1,0.95500831434091
1,0.8832792776348782
0,0.7132861462082197
0,0.39516971909596305
1,0.8333831985572975
0,0.7247406853338463
0,0.16922236079077926
1,0.4112288693085089
0,0.7073952369750462
1,0.663784271197916
0,0.27472621438487543
1,0.4093798509676775
1,0.17702399105306973
0,0.39394942482833667
1,0.5905003303346769
0,0.2748474815632167
0,0.01937957472236407
0,0.7804459143450407
0,0.24551879445069252
1,0.7191065369293212
0,0.59152172894696
0,0.09393653853868844
0,0.10023307494648225
0,0.06169011470583108
0,0.3212579815333756
1,0.6588534781088001
1,0.8096372594194912
0,0.15666833394132518
0,0.3261135028095961
0,0.16534195284158745
1,0.902377934500064
1,0.8725240285225093
0,0.08882506078848047
1,0.1557243958991901
0,0.23421121682906057
0,0.7358498252990657
1,0.158142670498655
1,0.9526467343446142
1,0.6382099074701605
1,0.7718823841818723
1,0.6534278913123849
1,0.6033456241645333
0,0.6243587541429632
0,0.11522408316451808
0,0.006381137561896668
0,0.09245209875728498
1,0.12927714142140448
1,0.8369268557991557
0,0.34365928730118656
0,0.7135983560488727
0,0.15734864754106395
0,0.6814186746110439
0,0.4275940655936786
1,0.8320940450152493
0,0.07804009489774066
0,0.5052723917821093
0,0.604632117674518
0,0.7515431288902062
0,0.07580233734520854
0,0.5273999493088827
1,0.4047659079841876
1,0.7430086878437757
0,0.3571260279255387
0,0.26233547616225333
0,0.09002496308506863
1,0.939719044194444
0,0.11855203781929942
0,0.13073354818418426
0,0.5336789359063947
1,0.7758004997758303
1,0.6559903990920788
0,0.18346466285673851
1,0.7229434696700817
1,0.8314589964096474
0,0.04318434643711128
0,0.0516074646381841
1,0.9163888542615112
1,0.5830480259868112
0,0.3087410026566152
0,0.39882335282371434
1,0.6154890003462649
1,0.2952998985629472
0,0.5708585412873519
1,0.8699238398033311
0,0.13389862353000373
1,0.541491033266723
0,0.7745514958446219
1,0.9458901496386654
0,0.11289648267604474
1,0.8145889618851597
1,0.45786809619512614
0,0.6518341640566612
1,0.9477913577480406
1,0.6507873401120374
1,0.6025195373226818
0,0.42738977672874323
1,0.32078506373132637
1,0.5263574925798851
1,0.6615293881423715
0,0.06785396332285773
1,0.2986082928018046
1,0.7065866128231014
1,0.08528432104925592
0,0.3473064631694064
0,0.018252942174752405
1,0.5886891964999358
0,0.9226577908424669
1,0.7384441053158394
0,0.02472547334241218
1,0.895382581248355
0,0.3065648403781642
0,0.05027690029168017
1,0.9148796771820453
1,0.3595998430957316
1,0.09814886854240816
0,0.552864319874669
1,0.9327031937859425
1,0.8852482547999307
1,0.7233968647246894
1,0.7414629906775247
0,0.4006603390034653
1,0.16967302659474157
1,0.36778125302569387
1,0.21123094421841443
1,0.8321357225335407
1,0.8371136937097853
1,0.9490274488006046
0,0.17342898229098735
1,0.8436757441665712
1,0.7697780874074471
0,0.09773273397296361
1,0.5967444685878952
0,0.07610642037226731
0,0.552761954173193
1,0.2663864310514114
0,0.138913161860818
1,0.15743417767540718
1,0.9562285911911239
0,0.508809302044463
1,0.7598959558389347
0,0.6965138725296083
0,0.8335204725373856
0,0.8755748812042301
1,0.8258312629378447
1,0.6196372268928445
0,0.5777219802481257
0,0.27689070187568576
1,0.17060347760940306
0,0.19026027037518062
1,0.8749494008758032
1,0.6766359431406507
0,0.28028772666993745
1,0.6551811244116184
0,0.2652621485735073
0,0.3970890268343674
1,0.6465554979317444
0,0.03820963618051364
0,0.5936230323690913
0,0.16273358352100867
1,0.49989345042654026
0,0.835418226332455
1,0.8045712797275896
1,0.618112773158711
1,0.7991796128772737
1,0.6113127226370357
1,0.4051208074023808
0,0.22148997181936425
0,0.1104646125865735
0,0.2967262804711294
0,0.5393302346595448
0,0.4324621471530921
1,0.8547428139015966
1,0.6390957790930133
0,0.7795867211462912
0,0.11628823727447718
0,0.3095701125045106
0,0.3391878795161149
1,0.6733835613179466
0,0.2305658610677653
0,0.5290450277400408
0,0.334030091971599
1,0.675315085006427
1,0.9272335630343693
1,0.8451400136190543
0,0.6251352776692616
0,0.6929614936355025
1,0.6737896052997269
0,0.27647897494224083
1,0.5449408697285701
0,0.22440230590647947
1,0.7338394072907678
0,0.025038699577089634
0,0.2851109952559733
0,0.149682101190662
1,0.7189186099992816
1,0.90354584506592
0,0.14873641890962586
1,0.670252028681806
0,0.06440570716187385
0,0.17436363765657575
1,0.7457994535545355
1,0.7766250883630959
1,0.6040149998451824
1,0.5233559318362321
1,0.2759763312636118
0,0.3160108136811807
1,0.942387181039151
1,0.838861454599664
1,0.4567728895924076
0,0.13977201373426254
0,0.24871657724909693
1,0.7066344272785865
1,0.8036462757411832
0,0.08582242015556267
0,0.2750865300745885
0,0.7977525594897824
0,0.7482245440233293
1,0.1707071753810354
0,0.4445297949778424
1,0.5550016478491143
0,0.23133592080037954
1,0.5860344954069842
0,0.02310178399612537
1,0.7986924870740888
0,0.15705462177241508
0,0.5468707432685392
0,0.15520245630566776
1,0.3500604410330387
1,0.8462137736296589
0,0.023542133343628667
1,0.3990689306834324
1,0.828854909501726
0,0.24736234863166967
1,0.6247440306455588
0,0.11498484035350394
1,0.5193754796088239
0,0.8592720306168077
0,0.2731830422308486
0,0.19731648106957533
1,0.8684242150921543
0,0.1299118828001517
1,0.8321865639618035
0,0.060585581746201156
0,0.40714304470095974
1,0.46107868464491647
0,0.05697900314636484
0,0.38881331937262303
1,0.9464669053146029
1,0.7679037322437927
1,0.7855902116625988
0,0.3540863071152281
1,0.6104294575814553
1,0.5262997005510135
1,0.6689932301319298
